"id"	"name"	"lat"	"lng"	"text"	"url"	"img"	"markerColor"	"markerLine"	"markerSize"	"markerIconChar"	"muti"	"exp"	"hash"	"organ"
11	"丹沙"	47.06086802	28.828136	"味甘微寒。治身體五臟百病。養精神、安魂魄、益氣、明目，殺精魅邪惡鬼。久服通神明不老。能化為汞。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"心、肝、脾、肺、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""五臟"",""目""]"
12	"丹沙"	63.558294329999995	-10.8984255	"味甘微寒。治身體五臟百病。養精神、安魂魄、益氣、明目，殺精魅邪惡鬼。久服通神明不老。能化為汞。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"心、肝、脾、肺、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""五臟"",""目""]"
13	"丹沙"	16.675353469999997	-20.0390495	"味甘微寒。治身體五臟百病。養精神、安魂魄、益氣、明目，殺精魅邪惡鬼。久服通神明不老。能化為汞。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"心、肝、脾、肺、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""五臟"",""目""]"
14	"丹沙"	82.54070974	-2.109361	"味甘微寒。治身體五臟百病。養精神、安魂魄、益氣、明目，殺精魅邪惡鬼。久服通神明不老。能化為汞。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"na"	"3714604d9c836338a5b2fbb24f186b5af2a4085d42e93e830adc8384f36150d5"	"[""五臟"",""目""]"
15	"水銀"	-2.4137821	33.750015	"味辛寒。主治疥瘙痂瘍百禿，殺皮膚中蟲虱，墮胎，除熱。殺金銀銅錫毒，熔化還復為丹。久服神仙不死。生平土。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"na"	"66e6b04d5759b6d1049a7d1dfe339388d735f8000fd21c58957b684bc20c3c28"	"[""皮"",""胎""]"
16	"水銀"	10.87514268	-1.406234	"味辛寒。主治疥瘙痂瘍百禿，殺皮膚中蟲虱，墮胎，除熱。殺金銀銅錫毒，熔化還復為丹。久服神仙不死。生平土。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"na"	"17ecde26147d0eacfc647642f6eafece802fbb8e7c2b7930dec56a0a6ccb0953"	"[""皮"",""胎""]"
17	"空青"	-23.837535380000002	28.828142	"味甘寒。主治青盲、耳聾。明目，利九竅，通血脈，養精神。久服輕身延年不老。能化銅鐵鉛錫作金。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"na"	"5c9ee1a7b7641797408e5e0279264e39f1d774de3cec6e98e3d1b2d8fbcbcf26"	"[""血脈"",""目"",""耳"",""聾""]"
18	"空青"	82.54071374	-2.109357	"味甘寒。主治青盲、耳聾。明目，利九竅，通血脈，養精神。久服輕身延年不老。能化銅鐵鉛錫作金。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"na"	"3714604d9c836338a5b2fbb24f186b5af2a4085d42e93e830adc8384f36150d5"	"[""血脈"",""目"",""耳"",""聾""]"
19	"空青"	81.77399557	-11.953106	"味甘寒。主治青盲、耳聾。明目，利九竅，通血脈，養精神。久服輕身延年不老。能化銅鐵鉛錫作金。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"na"	"d79a5a5448b710fc3a7472c02791b0e1684658c30e06c8eabc8a658f9ac877cf"	"[""血脈"",""目"",""耳"",""聾""]"
20	"空青"	81.77399657000001	-11.953105	"味甘寒。主治青盲、耳聾。明目，利九竅，通血脈，養精神。久服輕身延年不老。能化銅鐵鉛錫作金。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"na"	"d79a5a5448b710fc3a7472c02791b0e1684658c30e06c8eabc8a658f9ac877cf"	"[""血脈"",""目"",""耳"",""聾""]"
21	"曾青"	82.54071674000001	-2.109354	"味酸小寒。主治目痛，止淚出，風痺，利關節，通九竅，破癥瘕積聚。久服輕身不老。能化金銅。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"na"	"3714604d9c836338a5b2fbb24f186b5af2a4085d42e93e830adc8384f36150d5"	"[""目"",""癥瘕積聚""]"
22	"曾青"	25.482973180000002	21.796897	"味酸小寒。主治目痛，止淚出，風痺，利關節，通九竅，破癥瘕積聚。久服輕身不老。能化金銅。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"腹部腫塊，可能為腫瘤或囊腫"	"d325bc02cbb4ffc147a60f494dd6e78912b71c822498f123f90ffe3c5e40fcac"	"[""目"",""癥瘕積聚""]"
23	"白青"	64.02395702	6.328148	"味甘平。主明目，利九竅，耳聾，心下邪氣。令人吐，殺諸毒三蟲。久服通神明，輕身延年不老。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"na"	"5b254ddcde52c0997eb4df248b2d0c20e989081a603baed419eb2587ed579f06"	"[""心"",""目"",""耳"",""三蟲"",""邪氣"",""聾""]"
24	"白青"	82.54071974	-2.109351	"味甘平。主明目，利九竅，耳聾，心下邪氣。令人吐，殺諸毒三蟲。久服通神明，輕身延年不老。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"na"	"3714604d9c836338a5b2fbb24f186b5af2a4085d42e93e830adc8384f36150d5"	"[""心"",""目"",""耳"",""三蟲"",""邪氣"",""聾""]"
25	"白青"	81.77400157	-11.9531	"味甘平。主明目，利九竅，耳聾，心下邪氣。令人吐，殺諸毒三蟲。久服通神明，輕身延年不老。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"na"	"d79a5a5448b710fc3a7472c02791b0e1684658c30e06c8eabc8a658f9ac877cf"	"[""心"",""目"",""耳"",""三蟲"",""邪氣"",""聾""]"
26	"白青"	23.885863699999998	-4.218724	"味甘平。主明目，利九竅，耳聾，心下邪氣。令人吐，殺諸毒三蟲。久服通神明，輕身延年不老。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"腸胃寄生蟲"	"064b9390cb0dec5e4f3c5a97d171d43b1cdd9e345fd8a9f7e8b7b6340ceef38f"	"[""心"",""目"",""耳"",""三蟲"",""邪氣"",""聾""]"
27	"白青"	37.16034355	89.6484645	"味甘平。主明目，利九竅，耳聾，心下邪氣。令人吐，殺諸毒三蟲。久服通神明，輕身延年不老。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"na"	"fb519f633bccf80b69ae15363a70c7045754e3d950ec2afa4307297c4dabc8d4"	"[""心"",""目"",""耳"",""三蟲"",""邪氣"",""聾""]"
28	"白青"	81.77400457	-11.953097	"味甘平。主明目，利九竅，耳聾，心下邪氣。令人吐，殺諸毒三蟲。久服通神明，輕身延年不老。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"na"	"d79a5a5448b710fc3a7472c02791b0e1684658c30e06c8eabc8a658f9ac877cf"	"[""心"",""目"",""耳"",""三蟲"",""邪氣"",""聾""]"
29	"雲母"	64.02396302	6.328154	"味甘平。主治身皮死肌，中風寒熱如在車船上，除邪氣，安五臟，益子精，明目，輕身延年。一名云珠，一名雲華，一名雲英，一名云液，一名雲沙，一名鱗石。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"心、肝、脾、肺、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""五臟"",""皮"",""目"",""寒熱"",""邪氣""]"
30	"雲母"	47.29977246	-10.8984075	"味甘平。主治身皮死肌，中風寒熱如在車船上，除邪氣，安五臟，益子精，明目，輕身延年。一名云珠，一名雲華，一名雲英，一名云液，一名雲沙，一名鱗石。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"心、肝、脾、肺、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""五臟"",""皮"",""目"",""寒熱"",""邪氣""]"
31	"雲母"	47.06088802	28.828156	"味甘平。主治身皮死肌，中風寒熱如在車船上，除邪氣，安五臟，益子精，明目，輕身延年。一名云珠，一名雲華，一名雲英，一名云液，一名雲沙，一名鱗石。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"心、肝、脾、肺、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""五臟"",""皮"",""目"",""寒熱"",""邪氣""]"
32	"雲母"	63.558314329999995	-10.8984055	"味甘平。主治身皮死肌，中風寒熱如在車船上，除邪氣，安五臟，益子精，明目，輕身延年。一名云珠，一名雲華，一名雲英，一名云液，一名雲沙，一名鱗石。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"心、肝、脾、肺、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""五臟"",""皮"",""目"",""寒熱"",""邪氣""]"
33	"雲母"	16.675373469999997	-20.0390295	"味甘平。主治身皮死肌，中風寒熱如在車船上，除邪氣，安五臟，益子精，明目，輕身延年。一名云珠，一名雲華，一名雲英，一名云液，一名雲沙，一名鱗石。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"心、肝、脾、肺、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""五臟"",""皮"",""目"",""寒熱"",""邪氣""]"
34	"雲母"	-2.4137631	33.750034	"味甘平。主治身皮死肌，中風寒熱如在車船上，除邪氣，安五臟，益子精，明目，輕身延年。一名云珠，一名雲華，一名雲英，一名云液，一名雲沙，一名鱗石。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"na"	"66e6b04d5759b6d1049a7d1dfe339388d735f8000fd21c58957b684bc20c3c28"	"[""五臟"",""皮"",""目"",""寒熱"",""邪氣""]"
35	"雲母"	82.54073074	-2.10934	"味甘平。主治身皮死肌，中風寒熱如在車船上，除邪氣，安五臟，益子精，明目，輕身延年。一名云珠，一名雲華，一名雲英，一名云液，一名雲沙，一名鱗石。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"na"	"3714604d9c836338a5b2fbb24f186b5af2a4085d42e93e830adc8384f36150d5"	"[""五臟"",""皮"",""目"",""寒熱"",""邪氣""]"
36	"雲母"	37.16035255	89.6484735	"味甘平。主治身皮死肌，中風寒熱如在車船上，除邪氣，安五臟，益子精，明目，輕身延年。一名云珠，一名雲華，一名雲英，一名云液，一名雲沙，一名鱗石。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"發熱病，可能對應感染性疾病或寒熱交替的瘧疾"	"fb519f633bccf80b69ae15363a70c7045754e3d950ec2afa4307297c4dabc8d4"	"[""五臟"",""皮"",""目"",""寒熱"",""邪氣""]"
37	"雲母"	37.160353549999996	89.6484745	"味甘平。主治身皮死肌，中風寒熱如在車船上，除邪氣，安五臟，益子精，明目，輕身延年。一名云珠，一名雲華，一名雲英，一名云液，一名雲沙，一名鱗石。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"na"	"fb519f633bccf80b69ae15363a70c7045754e3d950ec2afa4307297c4dabc8d4"	"[""五臟"",""皮"",""目"",""寒熱"",""邪氣""]"
38	"樸消"	27.71670109	8.0859755	"味苦寒無毒。主治百病，除寒熱邪氣，逐六腑積聚、結固留癖。能化七十二種石。煉餌服之，輕身神仙。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"腸、胃、膀胱、膽、心、肺、肝、脾、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""六腑"",""寒熱"",""邪氣""]"
39	"樸消"	41.79556099	17.2266015	"味苦寒無毒。主治百病，除寒熱邪氣，逐六腑積聚、結固留癖。能化七十二種石。煉餌服之，輕身神仙。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"腸、胃、膀胱、膽、心、肺、肝、脾、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""六腑"",""寒熱"",""邪氣""]"
40	"樸消"	0.39721622	5.9766025	"味苦寒無毒。主治百病，除寒熱邪氣，逐六腑積聚、結固留癖。能化七十二種石。煉餌服之，輕身神仙。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"腸、胃、膀胱、膽、心、肺、肝、脾、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""六腑"",""寒熱"",""邪氣""]"
41	"樸消"	31.084077609999998	-3.8671465	"味苦寒無毒。主治百病，除寒熱邪氣，逐六腑積聚、結固留癖。能化七十二種石。煉餌服之，輕身神仙。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"腸、胃、膀胱、膽、心、肺、肝、脾、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""六腑"",""寒熱"",""邪氣""]"
42	"樸消"	64.02397601999999	6.328167	"味苦寒無毒。主治百病，除寒熱邪氣，逐六腑積聚、結固留癖。能化七十二種石。煉餌服之，輕身神仙。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"腸、胃、膀胱、膽、心、肺、肝、脾、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""六腑"",""寒熱"",""邪氣""]"
43	"樸消"	63.558325329999995	-10.8983945	"味苦寒無毒。主治百病，除寒熱邪氣，逐六腑積聚、結固留癖。能化七十二種石。煉餌服之，輕身神仙。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"腸、胃、膀胱、膽、心、肺、肝、脾、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""六腑"",""寒熱"",""邪氣""]"
44	"樸消"	47.29978646	-10.8983935	"味苦寒無毒。主治百病，除寒熱邪氣，逐六腑積聚、結固留癖。能化七十二種石。煉餌服之，輕身神仙。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"腸、胃、膀胱、膽、心、肺、肝、脾、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""六腑"",""寒熱"",""邪氣""]"
45	"樸消"	47.06090202	28.82817	"味苦寒無毒。主治百病，除寒熱邪氣，逐六腑積聚、結固留癖。能化七十二種石。煉餌服之，輕身神仙。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"腸、胃、膀胱、膽、心、肺、肝、脾、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""六腑"",""寒熱"",""邪氣""]"
46	"樸消"	16.67538647	-20.0390165	"味苦寒無毒。主治百病，除寒熱邪氣，逐六腑積聚、結固留癖。能化七十二種石。煉餌服之，輕身神仙。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"腸、胃、膀胱、膽、心、肺、肝、脾、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""六腑"",""寒熱"",""邪氣""]"
47	"樸消"	37.16036355	89.6484845	"味苦寒無毒。主治百病，除寒熱邪氣，逐六腑積聚、結固留癖。能化七十二種石。煉餌服之，輕身神仙。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"發熱病，可能對應感染性疾病或寒熱交替的瘧疾"	"fb519f633bccf80b69ae15363a70c7045754e3d950ec2afa4307297c4dabc8d4"	"[""六腑"",""寒熱"",""邪氣""]"
48	"樸消"	37.16036455	89.6484855	"味苦寒無毒。主治百病，除寒熱邪氣，逐六腑積聚、結固留癖。能化七十二種石。煉餌服之，輕身神仙。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"na"	"fb519f633bccf80b69ae15363a70c7045754e3d950ec2afa4307297c4dabc8d4"	"[""六腑"",""寒熱"",""邪氣""]"
49	"消石"	64.02398302	6.328174	"味苦寒。主治五臟積熱，胃脹閉。滌去畜結飲食，推陳致新，除邪氣。煉之如膏，久服輕身。一名芒硝。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"心、肝、脾、肺、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""五臟"",""胃"",""邪氣""]"
50	"消石"	47.29979246	-10.8983875	"味苦寒。主治五臟積熱，胃脹閉。滌去畜結飲食，推陳致新，除邪氣。煉之如膏，久服輕身。一名芒硝。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"心、肝、脾、肺、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""五臟"",""胃"",""邪氣""]"
51	"消石"	47.06090802	28.828176	"味苦寒。主治五臟積熱，胃脹閉。滌去畜結飲食，推陳致新，除邪氣。煉之如膏，久服輕身。一名芒硝。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"心、肝、脾、肺、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""五臟"",""胃"",""邪氣""]"
52	"消石"	63.558334329999994	-10.8983855	"味苦寒。主治五臟積熱，胃脹閉。滌去畜結飲食，推陳致新，除邪氣。煉之如膏，久服輕身。一名芒硝。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"心、肝、脾、肺、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""五臟"",""胃"",""邪氣""]"
53	"消石"	16.67539347	-20.0390095	"味苦寒。主治五臟積熱，胃脹閉。滌去畜結飲食，推陳致新，除邪氣。煉之如膏，久服輕身。一名芒硝。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"心、肝、脾、肺、腎"	"na"	"f1534392279bddbf9d43dde8701cb5be14b82f76ec6607bf8d6ad557f60f304e"	"[""五臟"",""胃"",""邪氣""]"
54	"消石"	41.795575989999996	17.2266165	"味苦寒。主治五臟積熱，胃脹閉。滌去畜結飲食，推陳致新，除邪氣。煉之如膏，久服輕身。一名芒硝。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"na"	"81a249dfd067d81b2e0f8de086cd785440c1d7f70d77de486767be4444206a6b"	"[""五臟"",""胃"",""邪氣""]"
55	"消石"	37.16037155	89.6484925	"味苦寒。主治五臟積熱，胃脹閉。滌去畜結飲食，推陳致新，除邪氣。煉之如膏，久服輕身。一名芒硝。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"na"	"fb519f633bccf80b69ae15363a70c7045754e3d950ec2afa4307297c4dabc8d4"	"[""五臟"",""胃"",""邪氣""]"
56	"礬石"	-43.28176707	-15.468694	"味酸寒。主治寒熱洩利，白沃陰蝕，惡瘡目痛，堅骨齒。煉餌服之，輕身不老增年。一名羽涅。生山谷。"	"https://example.com"	"https://upload.wikimedia.org/wikipedia/en/4/48/Blank.JPG"	"#ddb98b"	1	18	"🌱"	"na"	"na"	"98363f4354ca0dc4e83baeea8f062009724fdc851b4d10cabde9b1923fe1869f"	"[""骨"",""目"",""齒"",""陰蝕"",""寒熱"",""惡瘡""]"
